id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_083,"The user performs a gesture with the right hand where all fingers are straight, the index and middle fingers are close, the ring and little fingers are apart, the thumb is straight and alternates between pointing left and up, with the palm facing outward, repeated twice in the sequence","The user briefly performs a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces outward, and the index and middle fingers are close together, before returning to a resting position","The user performs a sequence of gestures: first, a straight-fingered hand with the thumb contacting the ring finger (Images 3-7), transitioning to a straight-fingered hand with the thumb contacting the little finger (Images 8-12), then back to the initial straight-fingered pose (Images 13-14), followed by a bent-thumb gesture contacting the ring finger (Image 15), and finally a fully bent-fingered hand with the thumb contacting multiple fingers (Image 17)","The user transitions from no gesture to extending all fingers of the right hand with the thumb pointing upward and the palm inward, then gradually brings the index and middle fingers closer together, bends the thumb, and rotates the palm outward","The user performs a ""thumbs-up"" gesture with the right hand, transitions to a fully extended hand with fingers slightly apart, and then makes a gesture where the thumb touches the bent little finger while the other fingers remain straight and the palm faces downward","The user performs a right-hand gesture with all fingers straight and close together, thumb pointing upward, and palm facing outward, followed by a left-hand gesture with all fingers straight and apart, thumb pointing right, and palm facing inward, which transitions to the thumb pointing upward, and finally a left-hand gesture with all fingers straight and close together, thumb pointing right, and palm facing outward","The user transitions from no gesture to a right-hand gesture with all fingers straight and the thumb pointing upward, palm outward, and fingers close together, which is maintained for several frames, followed by a gesture where the thumb remains straight and upward while the other fingers bend, with the thumb making contact with the index finger","The user transitions from a pinching gesture with the thumb and index finger (Image 1) to an open hand with all fingers straight and apart (Images 2-3), pauses with no gesture (Images 4-7), resumes the open hand gesture (Images 8-9), briefly bends the ring and little fingers (Image 10), makes contact between the thumb and middle finger (Image 11), and finally rotates the hand inward with the thumb pointing down (Image 12)"
p_084,"The user performs a pinching gesture with the left hand (Image 1), transitions to a ""thumbs-up"" gesture with the left hand (Image 3), switches to a sequence of right-hand gestures including a pinching gesture (Image 4-6), a ""thumbs-up"" gesture (Image 16-17), and a ""three-finger bent"" gesture with the right hand (Image 21-22 and Image 27), interspersed with periods of no gesture","The user alternates between extending all fingers of the left and right hands with slight variations in finger proximity and palm orientation, followed by no discernible gestures","The user performs a sequence of gestures, starting with a partially bent hand with the thumb contacting multiple fingers (Image 7), transitioning to a fully straightened hand with fingers close together and thumb contacting the index finger (Images 8, 10-12), and ending with a hand where the middle finger is bent and the thumb contacts the index and middle fingers (Image 13)",,"The user performs a sequence of gestures: an open hand with fingers straight and close together, transitioning to a hand with the thumb bent while the other fingers remain straight and close, followed by a gesture where the thumb makes contact with all fingers, then a left-hand gesture with a bent thumb and straight fingers, and finally a right-hand gesture with the thumb straight, index finger bent, and other fingers straight, alternating between fingers close and apart","The user performs a ""thumb-index contact with straight fingers and inward palm"" gesture with the right hand, transitions to a ""straight fingers with close proximity and upward thumb"" gesture with the right hand, switches to a ""thumb-index contact with bent fingers and outward palm"" gesture with the left hand, and concludes with a ""thumb-index contact with straight fingers and outward palm"" gesture with the right hand","The user transitions from no gesture to a sequence of gestures involving a partially bent hand with the thumb contacting the ring and little fingers, followed by a straightened thumb and index finger with varying flexion of other fingers and changes in palm orientation, and concludes with no gesture","The user performs a pinching gesture with the thumb and index finger while other fingers are bent (Images 4-8), transitions to an open hand with all fingers straight and close together (Images 10-13), briefly bends the thumb while keeping other fingers straight (Image 14), and later transitions to a straight hand with fingers apart (Images 18-20); no gestures are performed in the remaining frames"
p_085,"The user transitions from no gesture to forming a pinching motion with the thumb contacting bent index, middle, and ring fingers while the little finger remains straight, then shifts to a pointing-like gesture with the thumb and index finger straight and separated, followed by a bent thumb and fingers gesture with the palm facing outward, before returning to no gesture","The user performs a pinching gesture with the thumb in contact with the index, middle, and ring fingers (Image 1), transitions to an open hand with all fingers straight and the thumb pointing upward or leftward (Images 5-6, 8, 11), alternates to a partial fist with bent middle, ring, and little fingers (Images 7, 9-10), and concludes with a straight-fingered hand with varying finger proximities (Image 13)","The user performs a pinching gesture with the thumb and index finger while the other fingers remain straight, transitions to an open hand with all fingers straight and the thumb pointing upward, then moves to a bent thumb and partially bent ring and little fingers with thumb contact on all fingers, and finally returns to the initial pinching gesture","The user performs a sequence of gestures: an open hand with fingers straight and close together, transitioning to a gesture with the thumb bent and fingers straight, followed by thumb-to-finger contact while maintaining straight fingers, then returning to an open hand with fingers straight, and finally a gesture with the thumb bent and fingers straight again","The user performs no gesture initially, then transitions to a left-hand gesture with all fingers straight, thumb contacting most fingers, and palm inward, followed by a slight thumb bend and contact changes, then returns to the initial left-hand gesture before switching to a right-hand gesture with all fingers straight, thumb contacting some fingers, and palm inward","The user briefly performed a gesture with the right hand where all fingers were straight, the thumb pointed downward, the index and middle fingers were close, and the thumb made contact with the index finger, followed by no gestures for the remainder of the sequence","The user performs a pinching gesture with the right hand in the first frame, transitions to a left-hand gesture with a bent thumb and straight fingers pointing upward, then switches to a right-hand gesture with straight fingers and an outward-facing palm, ending with a bent thumb on the right hand","The user performs a sequence of gestures including a ""thumb-index contact with straight fingers and inward palm"" on the right hand, transitions to a ""straight fingers with outward palm"" gesture, switches to a ""left hand thumb-index contact with bent fingers and inward palm,"" returns to the ""straight fingers with outward palm"" gesture, and concludes with a ""thumb-index contact with straight fingers and inward palm"" on the right hand"
p_086,"The user transitions from no gesture to forming a ""thumb up with index finger extended"" gesture (thumb and index finger straight, other fingers bent, palm inward), then shifts to a ""five-finger open hand"" gesture (all fingers straight and close together, palm inward), briefly bends the thumb while maintaining the open hand, and finally returns to no gesture","The user performs a left-hand gesture with all fingers straight, thumb pointing upward, and palm inward (Images 6-7), transitions to a right-hand gesture with all fingers straight, thumb pointing upward, palm outward, and varying finger proximities (Images 8-19), and does not perform any gesture in the remaining frames",,,"The user transitions from no gesture to both hands with all fingers straight and palms inward, then the right hand alternates between bending specific fingers and returning to a straight position, while the left hand remains straight and inward, before both hands return to a straight and inward position and finally rest","The user performed a ""thumbs-up"" gesture with the right hand in Image 3, transitioned to a pinching motion with the thumb and index finger in Image 4, and later returned to a ""thumbs-up"" gesture with a leftward palm orientation in Image 7, with no gestures in the other frames","The user performs a gesture with the right hand characterized by a straight index finger, bent thumb, middle, ring, and little fingers, with the thumb making contact with the middle and ring fingers, and the palm oriented inward, followed by variations in finger proximity and thumb-little finger contact before returning to a resting position","The user performs a left-hand thumbs-up gesture in Image 2, a right-hand open palm gesture with fingers close together in Images 3, 9, 17, and 19, and a right-hand open palm gesture with fingers spread apart in Images 6 and 15, with no gestures in the remaining frames"
p_087,"The user transitions between gestures involving the right hand, starting with all fingers straight and the thumb making contact with multiple fingers, then moving to a pose where the index and middle fingers are close together, followed by alternating between fingers being apart or close, and finally ending with the thumb making contact with the index finger again before no gesture is performed","The user transitions from a gesture with the thumb straight and in contact with multiple fingers while the index and middle fingers are straight and the ring and little fingers are bent, to a gesture where the thumb is bent and in contact with the index finger, while all other fingers are straight and the index and middle fingers are close together","The user transitions from a fully extended hand with fingers gradually closing together (Images 1–5), followed by a brief pause (Image 6), and then performs a gesture where all fingers bend inward with the thumb making contact with some fingers (Images 7–8)","The user transitions from no gesture to extending all fingers of the right hand with the thumb pointing upward and the palm facing inward, initially with the ring and little fingers apart, then bringing them closer together, briefly touching the thumb to the index finger, and finally returning to no gesture","The user transitions from no gesture to a closed fist with thumb contacting all fingers, then to an open hand with straight fingers, followed by a ""thumbs-up"" gesture with the index finger bent, and alternates between open hand and ""thumbs-up"" gestures with slight thumb direction changes","The user transitions from a pinching gesture with the thumb and index finger while other fingers are extended (Image 2), to a straightened hand with fingers spread apart and thumb pointing left (Images 5-8), then back to a straightened hand with fingers close together (Images 9-10), and finally to a fully clenched fist with thumb contacting all fingers (Images 11-12)","The user transitions from no gesture to forming a closed fist with the thumb making contact with all fingers except the little finger, then shifts to a pose with the thumb and index finger straight while the other fingers remain bent, maintaining thumb contact with all fingers, before returning to no gesture","The user transitions from no gesture to a closed fist with the right hand (Image 3), then opens the hand with fingers straight and close together (Images 4-6), bends the thumb while keeping other fingers straight (Images 7-12), performs a bent-finger gesture with the left hand (Images 8-9, 13), and finally makes a ""thumb and fingers contact"" gesture with the right hand (Image 15)"
p_088,"The user transitions through a sequence of gestures involving a ""pinching"" motion with the thumb in contact with bent fingers except the little finger, followed by a ""pointing"" gesture with the index finger straight and other fingers bent, and concludes with a ""thumbs-up"" gesture where the thumb is straight and other fingers are bent","The user transitions from no gesture to a sequence of gestures involving a fully extended hand with thumb contacting multiple fingers, followed by a bent thumb and fingers in various combinations, and finally returns to a resting position","The user transitions from a left-hand gesture with a straight thumb and bent fingers making contact with the ring and little fingers, to a right-hand gesture with straight fingers and thumb making full contact, followed by a sequence of right-hand gestures involving bent fingers and thumb with varying proximities and thumb directions, before returning to a neutral position","The user transitions from no gesture to forming a ""pinched"" pose with all fingers in contact with the thumb and the palm outward, then alternates between variations of bent and straight fingers with the thumb bent and non-contact, and finally returns to no gesture","The user transitions from a pinching gesture with the thumb in contact with all fingers (Image 2) to a closed fist with no thumb contact and the palm facing outward (Image 3), then maintains an open hand with all fingers straight and close together, palm outward (Images 4–14), briefly adjusts the thumb direction upward (Image 13), and finally returns to a pinching gesture with the thumb in contact with bent fingers (Images 15–16)","The user performs a ""thumb touching middle finger with bent other fingers"" gesture with the right hand, transitions to an ""open hand with fingers close together and palm outward"" gesture with the right hand, switches to a ""left-hand open with fingers close together and palm inward"" gesture, transitions to a ""left-hand open with bent thumb and straight fingers"" gesture, returns to a ""right-hand open with fingers close together and palm outward"" gesture, and concludes with a ""thumb touching all fingers with bent other fingers and palm outward"" gesture with the right hand","The user performs a sequence of gestures starting with a left-hand pose where the thumb is bent and contacts the ring and little fingers while the index and middle fingers are straight and apart, transitioning to a pose where the thumb is straight and contacts the middle, ring, and little fingers with the palm facing outward, and finally ending with a similar pose but with reduced thumb contact and closer finger proximity","The user transitions from a ""thumb up"" gesture with bent index, ring, and little fingers (Image 2) to a fully extended hand with fingers progressively closing together (Images 3-7), then shifts to a leftward thumb direction with inward palm orientation and thumb contacting all fingers except the little finger (Images 11-15), while briefly involving the left hand in a similar pose (Image 12)"
p_089,,,"The user performs a gesture with the right hand where the thumb is bent, the other fingers are straight and close together, the thumb points upward, and the palm orientation transitions from left to outward",,"The user performs a sequence of gestures including a right-hand ""OK"" gesture (thumb in contact with index and middle fingers, other fingers straight), a right-hand ""thumb bent with straight fingers"" gesture (thumb bent, fingers straight, palm outward), a two-handed gesture with the left thumb bent and right thumb straight, and a left-hand ""open palm with straight fingers"" gesture, interspersed with resting positions","The user performs a pinching gesture with the left hand in Image 7, transitions to both hands fully extended with fingers apart in Images 8-21, performs a bent-finger gesture with the left hand in Image 22, transitions to a downward-facing pinching gesture with the left hand in Images 24-25, and does not perform any gesture in the remaining frames","The user performs a sequence of gestures involving both hands, starting with the right hand in an open palm with fingers straight and thumb pointing upward, transitioning to the left hand alternating between a straight thumb and a bent thumb while maintaining straight fingers, and then switching back to the right hand with similar thumb movements, before returning to a resting position","The user performs a left-hand gesture with bent fingers and thumb contact with all fingers (Image 1), transitions to a right-hand open palm with straight fingers and outward orientation (Images 3-4), switches to a left-hand open palm with straight fingers and inward orientation (Image 5), performs a right-hand gesture with a bent thumb touching the index finger and straight other fingers (Image 13), transitions to a right-hand open palm with straight fingers and downward orientation (Image 19), returns to a right-hand open palm with straight fingers and outward orientation (Image 22, Image 27), and finally performs a left-hand open palm with straight fingers and inward orientation (Image 40)"
p_090,"The user transitions from no gesture to a ""thumb up"" gesture with a bent middle, ring, and little finger, then to a fully extended hand with the thumb pointing left, followed by a ""thumb up"" gesture with varying finger flexion and thumb contact, and finally to a bent index and middle finger with the thumb pointing downward","The user performs a sequence of gestures: a static open hand with fingers straight and palm outward (Images 1–4), a slight adjustment in finger proximity and thumb direction (Images 5–6), a transition to a left-hand gesture with bent ring and little fingers and palm inward (Image 8), a right-hand gesture involving thumb-to-finger contact and progressive finger bending (Images 12–14), a right-hand gesture with a bent thumb and straight fingers (Images 23–25), and concludes with a right-hand gesture involving slight finger bending and palm inward (Images 42–43)","The user performed a ""thumbs-up"" gesture with the right hand, followed by a ""peace sign"" gesture with the right hand, transitioned to a ""five-finger spread"" gesture with the left hand, and concluded with a ""fist"" gesture with the left hand","The user transitions through a sequence of gestures, starting with a ""three-finger salute"" (thumb, index, and middle fingers straight, ring and little fingers bent), moving to an open hand with all fingers straight, then to a closed fist with thumb touching the index finger, followed by a bent-finger gesture with the palm outward, and finally alternating between bent and straight fingers with varying proximities and palm orientations","The user performs a left-hand gesture with all fingers straight, close together, and the thumb pointing alternately left and up, followed by a right-hand gesture with all fingers straight, close together, and the thumb pointing left, transitioning to a final right-hand gesture where the thumb points up, the little finger separates, and the other fingers bend","The user performs no gestures initially, then transitions to a left-hand ""thumb up"" gesture with bent middle, ring, and little fingers (Image 7), followed by a right-hand ""thumb up"" gesture with all fingers straight and close together (Images 8-15), then a right-hand ""thumb left"" gesture with all fingers straight and close together (Images 12-25), returns to a ""thumb up"" gesture (Images 26-32), and finally transitions to a right-hand ""thumb up"" gesture with all fingers bent (Image 33)","The user performs no gesture initially, then transitions to a right-hand gesture with all fingers straight and the thumb directed backward, followed by a gesture with the thumb bent, index finger straight, and other fingers bent with the thumb directed up or left, and finally ends with a gesture where the thumb is straight, index finger bent, and other fingers straight","The user performs a left-hand ""OK"" gesture (thumb and index finger in contact, other fingers straight) in Image 2, a right-hand gesture with all fingers straight except the bent little finger in Image 4 transitioning to a fist with thumb-index contact in Image 5, a left-hand gesture with all fingers straight and close together in Image 7, and a right-hand gesture with all fingers straight and close together repeatedly in Images 13-23"
p_091,"The user performs a sequence of gestures including a ""thumb up with bent fingers"" gesture (Image 4), a ""fully extended fingers with varying proximities"" gesture (Images 9-20), a ""thumb-index contact with extended fingers"" gesture (Images 16, 22, 28), and a ""bent index and middle fingers with thumb contact"" gesture (Images 30-32), interspersed with periods of no gesture","The user performs a sequence of gestures including a ""thumb and index/middle finger contact with straight fingers and inward palm orientation,"" followed by a ""thumb and bent fingers contact with outward palm orientation,"" transitioning to a ""bent thumb with straight fingers and outward palm orientation,"" and concluding with a ""thumb and bent fingers contact with downward palm orientation.""","The user performs a sequence of gestures involving an open hand with fingers straight and close together, transitioning to a gesture where the thumb makes contact with all fingers while the palm orientation changes, followed by a return to an open hand, and ending with a bent-finger gesture with selective thumb contact","The user transitions from a closed fist with all fingers bent and in contact with the thumb (Images 2-3), to an open hand with all fingers straight and the thumb pointing right (Images 4-8), then briefly bends the ring and little fingers while maintaining thumb contact with other fingers (Images 9-11), and finally returns to an open hand with all fingers straight (Images 12-16)","The user performs no gestures initially, then transitions to a sequence of distinct hand poses including a right-hand gesture with bent index and middle fingers and a left-hand gesture with bent ring and little fingers (Image 10), followed by a left-hand gesture with all fingers straight and thumb bent (Image 17), a simultaneous gesture with both hands straight and thumbs bent (Image 23), and finally a left-hand gesture with all fingers straight and thumb bent again (Image 32), interspersed with periods of no gestures","The user performs a sequence of gestures including a pinching motion with the right hand, an open hand with the left hand, a thumbs-up gesture with one or both hands, and alternating bent-thumb gestures with straight fingers on the left and right hands","The user performs a ""rock on"" gesture with the left hand (index and middle fingers straight, others bent, thumb contacting the ring and little fingers) in Images 5-7, followed by a ""fist with thumb contact"" gesture (all fingers bent, thumb contacting all fingers) in Image 14, with no gestures in the remaining frames","The user performs a pinching gesture with the left hand in Image 5, transitions to an open hand with fingers spread apart and palm outward in Images 8-9 and 12, and otherwise does not perform any discernible gestures"
p_092,"The user briefly performs a gesture with the right hand where all fingers are bent, the thumb contacts the middle, ring, and little fingers, the thumb points upward, and the palm faces outward, followed by no gestures",,,,"The user performs a ""pinching"" gesture with the left hand (thumb in contact with all fingers except the pinky) in Image 2, a ""thumbs-up"" gesture with the right hand in Image 4, and a ""thumb-index pinch with bent fingers"" gesture with the left hand in Image 6, with no gestures in the other frames","The user transitions from no gesture to forming a ""thumbs-up"" gesture with the right hand and a ""pointing"" gesture with the left hand, followed by a ""thumbs-up"" gesture with the right hand alone, and then both hands briefly form a ""thumbs-up"" gesture before returning to no gesture",,"The user does not perform any gesture until the final frame, where the left hand transitions to an open palm with all fingers straight, thumb pointing upward, and the palm oriented outward"
p_093,"The user performed a right-hand gesture with all fingers straight and close together, thumb pointing upward, and palm inward, followed by a left-hand gesture with the thumb bent, other fingers straight, index to ring fingers close, little finger apart, thumb pointing upward, and palm inward","The user performs no gesture initially, transitions to a gesture where the left hand's fingers are bent with the thumb making contact with all fingers and the palm oriented inward, briefly straightens the thumb in one frame, and then returns to the bent-thumb pose before ending with no gesture","The user performs a right-hand gesture with all fingers straight, thumb pointing up, and fingers close together except for the little finger, followed by a left-hand gesture with all fingers straight, thumb pointing up, and fingers slightly apart, and finally transitions to a left-hand gesture with the thumb touching the index and middle fingers while the palm faces right",,"The user performs a sequence of gestures involving a right-hand ""outward-facing open hand with fingers close together,"" transitioning to ""thumb-index contact with inward-facing palm,"" followed by ""bent middle, ring, and little fingers with inward-facing palm,"" then alternating between both hands with varying finger proximities and orientations, and concluding with a left-hand ""inward-facing open hand with fingers close together"" and a right-hand ""inward-facing open hand with thumb-little finger contact.""","The user performs a right-hand outward-facing gesture with all fingers straight and close together (Image 5), transitions to a left-hand inward-facing gesture with all fingers straight and close together (Image 6), spreads the left-hand fingers apart (Image 7), performs a simultaneous outward-facing gesture with both hands and fingers spread apart (Image 8), transitions to a right-hand outward-facing gesture with fingers spread apart (Images 9-12), switches to a left-hand inward-facing gesture with fingers spread apart (Images 13, 15-16), performs a right-hand inward-facing gesture with the thumb straight and other fingers bent (Image 21), and finally transitions to a right-hand right-facing gesture with the thumb straight and other fingers bent and close together (Image 26)","The user transitions from no gesture to extending all fingers straight with the thumb pointing upward and the palm facing outward, then bends the thumb while keeping the other fingers straight and close together, maintaining the same palm orientation and thumb direction, before returning to no gesture","The user briefly forms a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces inward, and the thumb makes contact with the ring and little fingers before breaking contact, followed by no gestures"
p_094,"The user performs a sequence of gestures involving a ""thumbs-up"" with varying finger flexion and thumb contact, transitioning into a ""pinching"" motion with the thumb and index finger, followed by a ""fist"" gesture, and ending with a ""pointing"" gesture using the index finger, interspersed with resting positions","The user transitions through a sequence of gestures involving a closed fist with thumb contact, a partially open hand with bent fingers and thumb contact on the middle finger, a fully extended hand with varying finger proximities and thumb contact, and a bent thumb with straight index finger, before returning to a neutral position","The user transitions from a closed fist with the thumb extended upward (Image 3) to an open hand with all fingers straight and close together (Images 4-8), then briefly returns to a partially open hand with the little finger slightly apart (Image 9), before returning to a resting position (Images 10-11)","The user performs a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces inward, and the fingers are initially close together but the little finger separates slightly from the others before returning to a resting position","The user performs a gesture with the right hand where all fingers are straight and spread apart with the thumb pointing upward and the palm facing outward, followed by a slight modification where the little finger bends and the middle and ring fingers move closer together, before returning to a resting position","The user transitions from a fully bent hand with thumb and index/middle fingers in contact (Image 3) to a pose with a straight thumb and bent fingers (Images 4-7), then returns to a fully bent hand (Images 8-11), straightens all fingers (Images 12-16), and finally reverts to a straight thumb with bent fingers (Image 18)","The user transitions from no gesture to a right-hand pose with a bent thumb and straight fingers pointing upward, palm outward, followed by thumb contact with specific fingers; then switches to a left-hand pose with straight fingers and thumb contact, palm inward, alternating with a right-hand pose with straight fingers and thumb contact, and finally returns to the initial right-hand bent thumb pose before ending with no gesture","The user performs a gesture with the right hand where the thumb is bent and contacts the little finger, the other fingers are straight and close together, the thumb direction changes from up to left, and the palm orientation shifts from left to inward, followed by no gestures"
p_095,"The sequence of gestures includes a right hand forming a pinching motion with straight fingers and thumb-index contact, transitioning to a left hand with bent thumb and straight fingers, followed by synchronized straight-fingered poses with thumb-index contact on both hands, and ending with a right hand showing bent fingers and thumb contact with multiple fingers while the left hand maintains a bent thumb and straight fingers","The user performs a sequence of gestures involving a right-hand ""OK"" sign with bent middle, ring, and little fingers, transitioning to a left-hand ""thumbs up"" with straight fingers, followed by a left-hand ""thumbs up"" with a bent thumb, and ending with a right-hand gesture where the ring and little fingers progressively bend while the thumb maintains contact with the index finger","The user transitions from a left-hand ""OK"" gesture to both hands open with straight fingers, then alternates between a right-hand ""claw"" gesture and a left-hand ""pinch"" gesture, before ending with a right-hand open gesture; no gestures are performed in the final frames","The user performed a sequence of gestures: first, a left-hand pose with all fingers straight, thumb in contact with the index, middle, and ring fingers, palm inward, and thumb directed right; then transitioned to a similar pose with no thumb contact and thumb directed upward; followed by a left-hand pose with the ring finger bent, other fingers straight, palm oriented right, and thumb directed downward","The sequence of hand gestures includes an open right hand with fingers close together (Image 1), a left hand with all fingers straight and thumb contacting other fingers while the right hand transitions to a bent middle finger (Images 4-5), a left hand with a bent thumb and straight fingers while the right hand alternates between bent and straight fingers with thumb contact (Images 6-26), a left hand with all fingers bent and thumb contacting all fingers (Image 28), a left hand with straight fingers and thumb non-contacting (Images 29-31), both hands with straight fingers and thumb contact (Images 32-33), a left hand with fingers apart and thumb contact while the right hand alternates between bent and straight fingers (Images 34-36), and a final right hand with a bent little finger and left hand with straight fingers (Image 37)","The sequence depicts a progression of gestures involving the left hand initially forming an open palm with straight fingers and thumb pointing up, transitioning to a pinching motion with thumb and fingers in contact, followed by alternating thumb bending and straightening while maintaining finger positions; the right hand joins later with straight fingers and thumb contact, transitioning to bent fingers and thumb contact, and both hands conclude with bent fingers, thumb contact, and palms facing inward","The user first performs a right-hand gesture with all fingers straight, thumb pointing up, and palm outward, with varying proximity between the ring and little fingers, followed by a left-hand gesture with the middle and ring fingers bent and the thumb pointing up, and finally a right-hand gesture with the ring and little fingers bent, thumb pointing up, and palm facing left","The user transitions between a right-hand open palm gesture with fingers spread outward, a right-hand gesture with bent index, middle, and ring fingers while the thumb and little finger remain straight, a right-hand gesture with all fingers except the little finger bent and thumb pointing downward, and finally a right-hand gesture with all fingers straight except the bent little finger"
p_096,"The user performs a gesture characterized by a bent thumb, straight index finger, and bent middle, ring, and little fingers, with the thumb making contact with the middle and ring fingers while the palm faces outward, transitioning between the thumb pointing upward and to the right, and occasionally altering contact with the little finger","The user performs a sequence of gestures including a ""pinching"" motion with the thumb and three straight fingers while the ring and little fingers are bent (Image 7), transitions to all fingers straight with thumb contact (Image 8), then releases thumb contact with all fingers straight (Image 9), later performs a straight-fingered gesture with thumb contact (Image 13), transitions to a bent-fingered gesture with no thumb contact (Image 14), and finally alternates between bent and straight-fingered gestures with varying thumb contact and palm orientations (Images 16-23)","The user performs a gesture with all fingers straight and the thumb in contact with the index and middle fingers, followed by a gesture with the thumb straight and the other fingers bent, and finally a gesture with the thumb, index, and middle fingers straight while the ring and little fingers are bent, with no other gestures in between",,"The user performs a single gesture characterized by the right hand with all fingers straight, close proximity between adjacent fingers, the thumb pointing upward, and the palm oriented outward, which appears briefly in the sequence","The user briefly performed a gesture with the right hand where all fingers were straight, the thumb made contact with the index and middle fingers, the fingers were apart, the thumb pointed downward, and the palm faced outward, before returning to no gesture","The user performs a left-hand gesture with the thumb pointing downward and the index finger extended while other fingers are bent, followed by a right-hand gesture with all fingers straight and close together, transitioning to a thumb-up position, and finally a right-hand gesture with the thumb bent and touching the index finger while the middle finger is bent and other fingers are straight",The user alternates between a closed fist with all fingers bent and in contact with the thumb (palm inward) and an open hand with all fingers straight and slightly grouped (palm outward)
p_097,"The user transitions from a left-hand gesture with all fingers bent and the thumb in contact with the index and middle fingers, to a right-hand gesture with the thumb straight and alternating between bent and straight index fingers, while the other fingers remain bent, with varying thumb-index contact and palm orientations","The sequence depicts a transition from a closed left hand with thumb making contact with multiple fingers, to a left hand with a straight thumb and bent fingers, occasionally joined by a right hand with straight index and thumb, followed by alternating thumb-finger contacts and changes in palm orientation, concluding with a bent left hand and thumb contact with select fingers","The user transitions from a static hand pose with the thumb straight and fingers bent, to a gesture where the thumb makes contact sequentially with the middle, ring, and little fingers, followed by a return to a pose with reduced finger-thumb contact and fingers slightly repositioned","The user performs a gesture with all fingers straight and close together, transitioning the thumb direction from left to down with the palm inward, followed by a pause, and then a gesture with the thumb pointing up and the palm outward","The user performs a gesture with the right hand where all fingers are straight, the thumb points upward, the palm faces outward, and the fingers are mostly close together except for occasional separation of the ring and little fingers, with a brief bending of the index finger in one frame","The user performed a pinching gesture with the right hand (thumb in contact with bent index, middle, and ring fingers, little finger apart, and thumb pointing up) followed by a gesture with the right hand where the thumb was bent, the index finger straight, and the other fingers straight and close together, with the palm facing outward","The user performs a gesture with the right hand where the index finger remains straight, the thumb transitions from pointing up to bent and pointing left, and the palm orientation shifts from leftward to inward, maintaining thumb contact with the middle and ring fingers, before returning to a resting position","The user performs a gesture with the right hand where the thumb and index finger remain straight while the other fingers are bent, transitioning to a sequence where the thumb makes contact with the middle and then the ring finger, followed by the thumb bending and pointing to the right, before returning to a bent thumb with no finger contact"
p_098,"The user transitions from no gesture to forming a ""thumb and index finger contact"" gesture with bent middle, ring, and little fingers, then progresses to a ""thumb and multiple fingers contact"" gesture with varying thumb direction and palm orientation, and finally returns to no gesture","The user transitions from no gesture to forming a left-hand ""OK"" gesture, then switches to a right-hand pose with a straight index finger and bent middle, ring, and little fingers, followed by alternating between straight and bent finger configurations, and concludes with a right-hand ""thumb-index contact"" gesture before returning to no gesture","The user transitions from no gesture to a right-hand pose with the thumb straight and in contact with bent index, middle, and ring fingers, followed by variations in finger proximity, thumb direction, and palm orientation, with occasional full flexion of all fingers including the thumb",,"The user transitions through a sequence of gestures, starting with a ""rock-on"" gesture on the right hand (bent thumb, ring, and little fingers with straight index and middle fingers, palm inward), followed by a straightened hand gesture with varying finger proximities and thumb directions, then a synchronized straightened hand gesture with both hands, transitioning to a bent thumb gesture on both hands, and finally a series of left-hand gestures involving bent and straightened fingers with changing proximities and thumb contacts","The user transitions from a left-hand gesture with the thumb contacting the ring finger and the palm outward, to a right-hand gesture with the thumb contacting the ring and little fingers and the palm inward, followed by a sequence of right-hand gestures where the thumb and fingers adjust flexion and proximity, ending with all fingers bent except the thumb, which remains straight, and the palm facing left","The user performs a left-hand thumbs-up gesture, transitions to a right-hand ""OK"" gesture with thumb and index finger in contact, then shifts to a right-hand flat palm with fingers extended and close together, and finally returns to a right-hand fist gesture","The user performs no gesture initially, then transitions to a left-hand gesture with all fingers straight and thumb contacting multiple fingers (Images 6-8), followed by a right-hand gesture with all fingers straight and separated (Images 11-12), a left-hand gesture with bent fingers and thumb contacting some fingers (Image 16), a right-hand gesture with bent fingers and thumb contacting some fingers (Image 24), and concludes with a left-hand gesture with straight fingers and thumb contacting some fingers (Image 29)"
p_099,"The user alternates between a gesture where the right hand has a bent thumb, straight index finger, and bent remaining fingers with the thumb contacting the middle finger and the palm facing outward, and a resting position, with a brief instance of a gesture where the right hand has a bent thumb, straight index finger, and straight remaining fingers with the palm facing inward","The user performs a gesture with the right hand where the thumb is bent, the index finger is straight, and the other fingers are bent, with the palm facing outward and the thumb pointing upward, maintaining this pose with slight variation in finger proximity before returning to a neutral position","The user briefly performed a gesture with the right hand where all fingers were straight, close together, the thumb pointed upward, and the palm faced inward, before returning to a neutral position","The user briefly performed a gesture with the right hand where all fingers were straight, the thumb made contact with the index finger, the palm faced inward, and the thumb pointed left, before returning to a resting position",,"The user briefly performed a gesture with the right hand where all fingers were straight, the thumb pointed left, the palm faced outward, and the fingers were mostly close together except for the ring and little fingers, which were apart","The user transitions from no gesture to a right-hand pose with the thumb bent and all other fingers straight and close together, then shifts to a pose with the thumb straight and the little finger slightly apart, and finally returns to the initial pose with the thumb bent","The user performs a left-hand gesture with the thumb and index finger straight, middle finger bent and in contact with the thumb, and the palm facing outward, followed by a two-hand gesture where both hands exhibit similar finger flexion patterns with thumb and middle finger contact, and palms facing outward, before returning to a neutral position"
